
-0.011566	-0.037379
-0.084954	0.017906
0.084247	-0.046929
0.003925	0.054427
-0.027267	0.050467
0.032679	-0.034825
0.047129	-0.019128
0.059722	-0.056867
-0.012538	-0.066168
-0.026269	0.028893
0.037124	-0.013716
0.018954	0.000369
0.084878	0.034890
0.049300	0.013397
-0.043988	-0.063422
-0.015220	-0.049574
-0.004320	0.022772
-0.096804	0.044649
0.028302	0.011628
0.140219	0.021848
-0.074524	0.043174
0.019976	0.104875
0.022972	0.037968
-0.042821	-0.073616
0.007445	-0.051692
-0.072022	0.095102
-0.080126	-0.113287
-0.007226	0.030013
0.078802	-0.045633
-0.055885	0.106896
0.015873	-0.000630
-0.011004	0.008104
0.038681	0.057739
0.031139	-0.015709
-0.001437	0.050758
0.068278	0.022251
0.038666	0.026169
0.044759	-0.057979
0.010278	0.069033
-0.019357	-0.082352
0.018424	-0.061060
0.012541	0.042414
-0.031421	0.031216
-0.093102	0.040546
0.035415	0.040045
0.010128	0.088705
0.071185	0.056573
0.040221	-0.036544
0.033568	-0.002042
0.039641	-0.022856
0.000039	0.003503
0.031763	-0.061928
-0.064542	0.000613
-0.023915	0.047159
-0.043392	0.114217
-0.014598	0.078068
0.009466	0.018495
0.006961	-0.082353
-0.011566	-0.039293
-0.007435	0.023439
0.018994	0.076869
-0.003600	0.041978
0.039013	-0.037553
0.048902	0.050821
0.060761	0.017435
0.036349	-0.003834
-0.041010	0.061603
-0.059539	0.026382
0.011225	0.071838
0.050256	-0.032468
0.039533	0.002416
0.032516	-0.001545
-0.075169	-0.052154
0.078087	-0.017595
0.061067	0.038218
-0.015078	-0.051115
0.058085	-0.010422
-0.047960	0.009456
0.031623	0.032523
0.092225	0.013330
-0.000554	0.042314
-0.093205	-0.011848
0.005638	0.048974
0.094323	-0.088417
0.000160	-0.017307
0.092204	0.035512
0.052974	-0.012865
-0.026420	-0.046845
0.048498	-0.014768
0.064629	0.037947
-0.034209	0.096419
0.053418	0.098625
0.010296	0.002924
